position	coverage
1	0.00324675324675
2	0.00324675324675
3	0.00324675324675
4	0.00324675324675
5	0.00324675324675
6	0.00324675324675
7	0.00324675324675
8	0.00324675324675
9	0.00324675324675
10	0.00324675324675
11	0.00324675324675
12	0.00324675324675
13	0.00324675324675
14	0.00324675324675
15	0.00324675324675
16	0.00324675324675
17	0.00324675324675
18	0.00324675324675
19	0.00324675324675
20	0.00324675324675
21	0.00324675324675
22	0.00324675324675
23	0.00324675324675
24	0.00324675324675
25	0.00324675324675
26	0.00324675324675
27	0.00324675324675
28	0.00324675324675
29	0.00324675324675
30	0.00324675324675
31	0.00324675324675
32	0.00324675324675
33	0.00324675324675
34	0.00324675324675
35	0.00324675324675
36	0.00324675324675
37	0.00324675324675
38	0.00324675324675
39	0.00324675324675
40	0.00324675324675
41	0.00324675324675
42	0.00324675324675
43	0.00324675324675
44	0.00324675324675
45	0.00324675324675
46	0.00324675324675
47	0.00324675324675
48	0.00324675324675
49	0.00324675324675
50	0.00324675324675
51	0.00324675324675
52	0.00324675324675
53	0.00324675324675
54	0.00324675324675
55	0.00324675324675
56	0.00324675324675
57	0.00324675324675
58	0.00324675324675
59	0.00324675324675
60	0.00324675324675
61	0.00324675324675
62	0.00324675324675
63	0.00324675324675
64	0.00324675324675
65	0.00324675324675
66	0.00324675324675
67	0.00324675324675
68	0.00324675324675
69	0.00324675324675
70	0.00324675324675
71	0.00324675324675
72	0.00324675324675
73	0.00324675324675
74	0.00324675324675
75	0.00324675324675
76	0.00324675324675
77	0.00324675324675
78	0.00324675324675
79	0.00324675324675
80	0.00324675324675
81	0.00324675324675
82	0.00324675324675
83	0.00324675324675
84	0.00324675324675
85	0.00324675324675
86	0.00324675324675
87	0.00324675324675
88	0.00324675324675
89	0.00324675324675
90	0.00324675324675
91	0.00324675324675
92	0.00324675324675
93	0.00324675324675
94	0.00324675324675
95	0.00324675324675
96	0.00324675324675
97	0.00324675324675
98	0.00324675324675
99	0.00324675324675
100	0.00324675324675
101	0.00324675324675
102	0.00324675324675
103	0.00324675324675
104	0.00324675324675
105	0.00324675324675
106	0.00324675324675
107	0.00324675324675
108	0.00324675324675
109	0.00324675324675
110	0.00324675324675
111	0.00324675324675
112	0.00324675324675
113	0.00324675324675
114	0.00324675324675
115	0.00324675324675
116	0.00324675324675
117	0.00324675324675
118	0.00324675324675
119	0.00324675324675
120	0.00324675324675
121	0.00324675324675
122	0.00324675324675
123	0.00324675324675
124	0.00324675324675
125	0.00324675324675
126	0.00324675324675
127	0.00324675324675
128	0.00324675324675
129	0.00324675324675
130	0.00324675324675
131	0.00324675324675
132	0.00324675324675
133	0.00324675324675
134	0.00324675324675
135	0.00324675324675
136	0.00324675324675
137	0.00324675324675
138	0.00324675324675
139	0.00324675324675
140	0.00324675324675
141	0.00324675324675
142	0.00649350649351
